sentence,label
"Tenggelam dalam kafetaria goulash lawak kentut, jenaka melancap, dan jenaka Jepun yang rasis.",3
"Di mana Tom Green membuat leluconnya sebagai serangan terhadap kesucian moral Amerika, Jackass tidak memiliki aspirasi pergolakan sosial.",2
Lebih banyak rasa ingin tahu yang menarik daripada thriller yang mencengkam.,3
"Ansuran Perang Kemerdekaan Amerika pada bulan April 2002, lengkap dengan banyak CGI dan ganas, tetapi bukan setetes darah manusia.",2
"Mengandungi semua zat Twinkie - mudah ditelan, tetapi kurang berkhasiat.",2
Kembali ke Neverland berjaya merangkul garis antara klasik lain untuk syarikat itu dan sekuel Disney yang lain yang ditujukan untuk pasaran video rumah.,2
Jarang sekali membuat filem yang begitu tidak berperikemanusiaan dan tanpa pujian kerana filem ini muncul.,1
"Ini adalah gagasan yang tipis, berulang-ulang dibentangkan untuk menampilkan panjang, dibanjiri dengan kesan kamera yang mementingkan diri sendiri, muzik rumah tanpa suara dan dialog rata dan rata.",2
"Pada tahap asas tertentu, Blue Crush memberikan apa yang dijanjikan, tidak cukup baik untuk mengesyorkannya.",3
Tukang urut yang berwarna-warni membuang waktunya untuk bersenang-senang dan bukannya menunggang dengan kegelisahan semula jadi Ganesh yang menaikkan tangga sosial.,2
... lelaki yang sangat berat dan manipulatif yang merasa terlalu biasa.,1
"Keluar dengan mendapatkan penilaian PG-13, jadi kekerasan yang lebih jelas kebanyakannya di luar skrin dan seksualiti diredam.",2
Terperangkap menunjukkan ketakutan dan menarik `Bagaimana jika?,4
"senario yang akan membuatkan sebilangan besar ibu bapa berhenti ... Kemudian, sesuatu yang mengerikan berlaku.",3
"Madonna telah membuat dirinya terlalu sering sekarang, nampaknya tidak ada yang tersisa untuk dikerjakan, seperti hidung Michael Jackson.",1
"Tidak pernah melihat dua filem pertama dalam siri ini, saya tidak dapat membandingkan Friday After Next dengan filem itu, tetapi tidak ada yang akan mengubah kenyataan bahawa apa yang kita miliki di sini adalah banyak kerang yang tersisa di bawah terik matahari selama tiga hari.",1
"Cerita ini tidak mempunyai kesan emosi yang nyata, dan plotnya dibuat dan dikelaskan.",1
"Peretasan yang rosak, tidak koheren, serta-merta sekali pakai.",1
Ini adalah filem aksi yang tidak baik kerana tidak ada minat dan tontonan itu aneh dan membosankan.,1
"(Soderbergh) cenderung menempatkan sebagian besar materi psikologi dan filosofis dalam huruf miring daripada mempercayai kecerdasan penonton, dan dia menciptakan rasa kasar secara keseluruhan.",2
Tampan dan ikhlas tetapi sedikit janggal dalam gabungan hiburan dan pengukuhan evangelis.,3
Ceria sangat agresif sehingga Pollyana meraih beg barf.,2
Scooby-Doo tidak tahu sama ada ia ingin menjadi latihan penyesuaian semula dalam penarikan semula perkhemahan untuk peminat yang lebih tua atau filem konyol Nickelodeon-esque yang bodoh.,2
"Russell kekurangan paparan visual, sentuhan komik, dan mungkin anggaran ciri-ciri pertarungan tajuk Sommers.",2
Sangat tidak rata dan tidak konsisten ... Margarita Happy Hour agak menyerupai margarita el muraho yang disajikan di dalamnya.,1
Sangat bodoh dan menjengkelkan.,1
"Jumlah Keseluruhan Ketakutan berpura-pura menjadi penjelajahan serius terhadap keganasan nuklear, tetapi sebenarnya tidak lebih dari paranoia Perang Dingin yang hangat.",1
Perselingkuhan dan kesusahan.,2
Merupakan kedalaman di mana filem gadis yang berkelakuan buruk itu jatuh.,2
Sejauh mana tidak mahirnya Melayan Sara?,1
Itu malah menjadikan Elizabeth Hurley kelihatan tidak ternoda dan jelek.,1
Jam penuh dengan jenaka lebam.,3
"Setiap lima minit, seseorang akan mendapat masa.",3
"Menang suara saya untuk Anugerah ""The Enemy of Cinema 2002"".",3
"Mana-mana Chekhov lebih baik daripada Chekhov, tetapi akan memalukan jika ini adalah pengenalan anda kepada salah satu drama terhebat dalam 100 tahun terakhir.",3
"Helmer Hudlin cuba membuat komedi pinggul, tetapi ketergantungannya pada slapstick mengalahkan kemungkinan mencipta tome yang lebih gelap.",2
"Malas, sengsara dan sombong.",1
Ini adalah salah satu kekecewaan terbesar tahun ini.,1
Formula 51 telah melemahkan deria anda lebih cepat dan lebih mendalam daripada ubat-ubatan rekreasi yang ada di pasaran.,3
"Setiap lelucon visual diperah, setiap susunan jelas dan panjang, setiap tebakan dapat diramalkan.",2
Tidak ada tenaga.,1
Rupa-rupanya penulis-pengarah Attal berpendapat bahawa dia hanya perlu membuang dirinya dan isteri bintang filemnya yang duduk di laci mereka untuk membenarkan sebuah filem.,3
"Selepas persediaan, udara keluar dari filem, meratakan momentumnya dengan kira-kira satu jam lagi.",3
"Ini adalah filem poster, penghormatan biasa-biasa saja untuk filem seperti Mereka!",2
"Pada tiga jam dan dengan pengembangan cerita atau watak yang sangat sedikit, ada banyak ruang untuk diedit, dan potongan yang lebih pendek pastinya akan menghasilkan narasi yang lebih lancar dan lebih fokus tanpa mengorbankan mana-mana intrik budaya.",2
Agak terlalu derivatif untuk berdiri sendiri sebagai thriller psikologi yang dimahukan.,3
Variasi berorientasi remaja kasar pada tema yang diterokai oleh penulis drama Craig Lucas dengan lebih banyak rahmat dan kepetahan dalam Prelude to a Kiss.,3
"Momen-momen yang lebih gelap dari filem ini disempurnakan oleh keperluan yang luar biasa untuk menyampaikan berita inspirasi, terutama pada beberapa saat terakhir yang tidak menentu.",3
Sekiranya anda mengenali Zeus (anjing dari Snatch) itu akan membuat anda berharap anda berada di rumah menonton filem itu dan bukannya di teater yang menonton filem ini.,2
"Ini adalah jenis filem yang hanya perlu anda tonton selama kira-kira tiga puluh saat sebelum anda mengatakan kepada diri sendiri, `` Ah, ya, di sini kita mempunyai filem yang buruk, buruk, buruk.",1
"Shanghai Ghetto harus dipuji kerana mencari sudut baru mengenai kisah yang tidak kenal lelah, tetapi anda mungkin ingin berfikir dua kali sebelum menempah petikan.",3
Bermain seperti senarai semak semua yang dihantar oleh Rob Reiner dan pemerannya.,3
"Terlalu banyak drama paksa dalam filem yang tidak rata ini, mengenai pertempuran seorang pemuda dengan masa lalu yang tidak dapat dielakkan dan masa depannya yang tidak menentu dalam masa kini yang sangat terbentuk tetapi tidak memuaskan.",1
"Ia sekaligus menggelikan dan ditonton secara kompulsif, dalam kebodohan yang dilakukan.",4
"Semua sensualitas, semua erotisme kisah dendam yang baik telah, maafkan hukuman, disedut dan digantikan oleh sikap bodoh.",2
"Persilangan antara Blow dan Boyz N The Hood, filem ini berusaha untuk menjadi lebih banyak, tetapi tidak sampai di sana.",2
Persembahan yang baik menjauhkannya dari keseluruhan latihan.,4
"Skrip lakonannya sangat ditimpa, dengan banyak dialog - kebanyakannya diberikan kepada kanak-kanak.",2
Teliti bahagian kultus di kedai video tempatan anda untuk mendapatkan maklumat sebenar.,3
"Kadang-kadang, filem ini kelihatan sangat cantik.",5
"Sebaliknya, mimpi buruk anda akan menjadi apa-apa.",3
Felinni juga tidak tahu apa yang harus dibuat dari freakshow Itali ini.,1
Elmo menyebut ubatnya 51 kali lebih kuat daripada kok.,3
"Sekiranya anda mencari kisah Brits berkelakuan buruk, tonton Snatch lagi.",3
Ia 51 kali lebih baik daripada ini.,3
"Sukar untuk membayangkan siapa sahaja yang telah mencapai akil baligh benar-benar menemui watak-watak dalam Slackers atau telatah mereka yang lucu, apalagi lucu.",1
"Walaupun terdapat watak yang menjanjikan, Big Trouble tetap merupakan siri sketsa yang terikat secara longgar yang hanya membuktikan bahawa ""zany"" tidak semestinya bermaksud ""lucu.",2
"Kedua-duanya melengking dan soporifik, dan kerana semuanya diulang lima atau enam kali, ia mungkin terasa melelahkan.",1
Tidak cukup humor atau idea sahamnya untuk menonjol sebagai sesuatu yang sangat berkesan atau bahkan yang lucu.,2
Tidak menarik atau benar-benar suram - hanya flamboyan kasar dan bekerja secara komedi.,1
Hampir semua orang yang terlibat di sini nampaknya sedang meluncur.,2
"Terdapat beberapa ketawa sederhana, tetapi pasti tidak menggembirakan.",3
Gagal pada dasarnya pada setiap tahap konvensional sehingga mencapai semacam kehebatan konyol.,2
"Terdapat sentimen teater yang berterusan dan kualiti yang mengasyikkan terhadap cara penceritaan, yang mengurangkan kesan yang sangat buruk dari kehilangan yang dinyatakan dalam tajuk ringkas filem ini.",2
"Walaupun penghargaan Howard terhadap Brown dan tulisannya jelas baik dan tulus, filem itu mustahil untuk ditayangkan jika bukan untuk pemeran pendukung.",3
Whodunit yang tidak masuk akal dan prurient.,1
"Pergi, gadis-gadis, sampai ke longkang realiti.",2
"Menawarkan beberapa aksi pementasan dan cahaya yang paling buruk dalam ingatan, Impostor sedekat mungkin dengan filem tiruan.",2
"Boleh diklasifikasikan sebagai salah satu filem ""realiti alternatif"" ... kecuali ia akan berfungsi dengan lebih baik hanya dalam satu kenyataan.",2
"Tidak dapat diramalkan dan menjengkelkan, walaupun Brown Sugar sangat bersungguh-sungguh dalam kerinduannya pada hari-hari sebelum rap menjadi nihilistik sehingga ia memanggil lebih banyak semangat dan menggigit daripada segi empat romantis biasa anda.",4
"... tidak mungkin, tidak menarik, tidak selesa, dan sepenuhnya, sama sekali tidak layak.",1
"Filem ini begitu sibuk untuk merujuk kepada filem lain dan cuba menjadi filem lain sehingga gagal memiliki hati, fikiran atau humornya sendiri.",1
Filem berseni yang tidak disengajakan dan sedar diri.,2
Romantik paranormal melodramatik adalah rendah sepanjang masa untuk Kevin Costner.,1
Terlalu kekok di saat-saat penting ... untuk membuat percikan besar.,2
Hanya sekumpulan pelakon baik yang bermain di caper yang tidak asli atau sangat lucu.,1
Pembunuhan beramai-ramai gaya Matrix meletus ... tetapi filem ini mempunyai masa yang lebih sukar untuk mengimbangi keganasannya dengan falsafah yang diilhamkan oleh Kafka.,2
"Sekurang-kurangnya ia adalah debut yang cukup mengagumkan dari pengarah, Charles Stone III.",5
"Semuanya terungkap dengan jelas, dan petualangan yang terjadi di sepanjang jalan tampak berulang-ulang dan dirancang untuk mengisi masa, tanpa memberikan rasa ketegangan yang nyata.",1
Wanker Goth bebas!,3
Lari untuk hidup anda!,1
Mengapa ada yang melakonkan Jackie Chan yang luar biasa dalam filem yang penuh dengan aksi ganda dan kesan khas?,2
"Filingan yang berparut, kurus.",2
"Penulisan tidak berperikemanusiaan muncul dalam filem, menggunakan plot yang mungkin berasal dari buku teks penulisan filem animasi.",2
Mempersembahkan kes yang baik sementara gagal memberikan alasan untuk kita menjaga di luar dasar kesopanan manusia yang sangat asas.,3
"Kami memiliki kepedihan untuk berdalih, dialog bijaksana yang disisihkan oleh satu lapisan, dan gaya visual yang menggabungkan animasi rotoscope tanpa alasan yang jelas kecuali, mungkin, ia kelihatan kemas.",2
"Menurut skrip, watak Grant dan Bullock dibuat untuk satu sama lain.",4
Tetapi anda tidak akan pernah meneka itu dari persembahan.,3
"Animasi itu hanya menyajikan kisah maudlin yang dapat diramalkan yang meleret besar dari Bambi dan The Lion King, namun tidak mempunyai daya tahan emosi dari salah satu filem tersebut.",3
Ararat berasa seperti laporan buku,2
"Steve Oedekerk, sayangnya, bukan Woody Allen.",2
"Seperti sukan khayalan yang dipaparkan ke layar - keras, ganas dan tidak berakal.",2
"Gabungan The Fugitive, Blade Runner, dan Total Recall, hanya tanpa banyak tenaga atau ketegangan.",3
"Lakonannya amatir, sinematografi sangat kejam, arahnya kekok, penulisannya tidak jelas dan kekerasannya sekali gus menyeramkan dan tidak dapat diyakinkan.",1
"Menunjukkan bahawa Jackie Chan semakin tua, dan itulah sesuatu yang saya lebih suka hidup dalam penolakan",2
"Dengan petunjuk yang salah, dialog dangkal dan klimaks yang tidak masuk akal, Killing Me Softly tergolong kuat di kem yang sangat buruk.",3
"Sayangnya, rakaman arkib hitam-putih lakonan mereka mempamerkan penampilan yang cukup biasa-biasa saja.",3
"Slapstick diusahakan, dan setpieces lebih besar rata.",1
Ini adalah jenis filem di mana orang yang tidak pernah memilih kunci melakukannya dengan mudah setelah beberapa kali mencuba dan menjadi pejuang yang pakar setelah beberapa minggu.,2
"Masalah dengan kekacauan di Formula 51 bukanlah menyinggung perasaan, tetapi membosankan.",2
"Sebilangan besar rakaman yang diubah secara digital tampak bergerigi, seolah-olah difilmkan secara langsung dari monitor televisyen, sementara penggunaan rakaman stok yang meluas dengan cepat menjadi klise yang meletihkan.",2
"filem ini tidak pernah melebihi kisah konvensional, dua dimensi",2
"Mark Wahlberg ... mungkin kelihatan berkelas dalam topi pokepie 60-an, tetapi sebagai watak dia kering, kering, kering.",3
"Diceritakan dengan cara tersebar, filem ini hanya sekejap-sekejap sesuai dengan kisah dan wajah serta muzik lelaki yang menjadi subjeknya.",2
"Ironinya, pemeran filem ini sangat hebat;",4
"Sekarang saya dapat melihat mengapa orang menganggap saya terlalu keras dalam ""The Mothman Prophecies"".",3
"Sekiranya pernah ada konsep yang diturunkan dari dewa-dewa filem di piring perak, inilah dia.",5
"Sekiranya konsep yang dapat diandalkan seperti itu gagal dalam pelaksanaannya, inilah dia.",1
"Dengan watak protagonis yang luar biasa (Jackson yang memakai kilt) dan subjek, ""Formula 51"" yang mustahil agak menghiburkan, tetapi ia mungkin lebih kuat.",4
Prestasi dramatik terbaik Sandra Bullock setakat ini (hampir) cukup untuk mengangkat (ini) kucing-dan-mouser yang mematikan ... di atas plot cat-by-numbernya.,3
Filem yang menarik dan tidak cukup memberi anda rasa senang.,2
"Remaja akan dilayan dengan secukupnya oleh perpaduan antara shenanigans dan slapstick filem, walaupun orang yang lebih bernafsu mungkin kecewa dengan kesopanan relatif sebuah filem yang menggunakan perkhidmatan tutorial topless.",4
Gambar identiti keliru ini menjadi acuan budaya filem sehingga produk akhir menjadi hantu.,2
Gambar itu muncul sebagai kekecewaan anemia yang mengejutkan.,1
De Niro menangis.,3
Anda akan meminta wang anda kembali.,1
"Tampar saya, saya melihat filem ini.",1
"(Anak-anak) terlalu sombong untuk simpati, dan ketika filem ini semakin meningkat, perubahan kecilnya berongga.",2
"Di sebalik kemelayuan, Hollywood memang kotor dan menjijikkan.",1
Quelle kejutan!,3
"Scherfig, yang mempunyai kerjaya yang berjaya di TV, menangani lebih banyak daripada yang dapat ditangani.",2
"Pertimbangkan sahaja apa yang tidak dimiliki oleh Sahabat Terbaik Baru, bermula dengan peninggalan kecil lakon layar.",2
Pelakon berkaliber Oscar tidak sesuai dengan bahan,2
Masalah orang-orang dalam Cinta pada Masa Wang hampir tidak spesifik untuk zaman mereka.,3
"Mereka hanya mempunyai masalah, yang tidak asli dan tidak disajikan dengan cara yang meyakinkan.",2
"Membawa filem tipis wafer ini di bahunya yang lincah, Chan mengetengahkan tulisan, arahan dan masa yang membosankan dengan senyuman yang mengatakan, `` Sekiranya saya tetap positif, mungkin saya dapat menyalurkan salah satu gambar terhebat saya, Drunken Master.",2
"Oleh itu, tidak sepadan dengan harga pertandingan yang harus digunakan untuk membakar setiap cetakan filem.",1
"Pada akhirnya, filem ini tidak penting, tidak mengatakan apa-apa mengenai pembunuhan Kennedy dan tidak menunjukkan apa-apa mengenai patologi yang dia pura-pura menyiasat.",1
Mula bergaya dan bergaya tetapi gagal mengekalkannya dan menyesuaikan diri dengan klise.,2
Kadang-kadang lebih masuk akal daripada aksi Amerika Bruckheimeresque yang ditirunya.,2
"Salah satu filem di mana watak-watak menghuni lampiran neraka khas di mana orang dewasa berkelakuan seperti kanak-kanak, kanak-kanak berkelakuan seperti orang dewasa dan semua orang menjerit di bahagian atas paru-paru mereka tidak kira apa keadaannya.",2
Hanya ada satu cara untuk membunuh Michael Myers: berhenti membeli tiket untuk filem-filem ini.,1
Rare Birds cuba memaksa kehebatannya kepada penonton.,3
Filem ini sangat lucu seperti melihat haiwan kesayangan anda dikuburkan hidup-hidup.,1
Resident Evil adalah apa yang datang dari mengambil Ghosts of Mars John Carpenter dan menghilangkan pemenggalan.,3
"Dengan kata lain, filem seburuk yang mungkin anda tonton sepanjang tahun.",1
Lima penulis skrip dikreditkan dengan lakon layar yang sarat dengan klise;,2
Seluruhnya muncul seperti episod Bewitched yang sangat amatur yang berlaku semasa Spring Break.,2
"Dicipta dengan baik tetapi tidak dapat dilupakan, Bloodwork bukanlah filem yang mengerikan, hanya filem yang sangat jelas - kerah yang tidak dapat ditarik balik untuk misteri pembunuhan.",2
"Oleh itu, kami mendapat Ten Little Indian bertemu pada hari Jumaat ke-13 dengan cara Clean and Sober, yang difilemkan di set Carpenter's The Thing dan sarat dengan pelakon yang kemungkinan besar anda akan dapati pada penjelmaan The Love Boat yang tidak dapat dielakkan berikutnya.",2
Derivatif terang-terangan filem ini adalah salah satu sebab filem ini begitu kurang bersemangat.,2
"Kanak-kanak tidak keberatan dengan filem jelek seperti orang dewasa, dengan syarat terdapat banyak haiwan comel dan orang yang kekok.",2
"""Snow Dogs"" mempunyai kedua-duanya.",3
Seolah-olah ini lebih berani daripada filem penuh darah.,3
"Wobbly Senegal mengemas kini ""Carmen"" yang terbaik untuk giliran bintang yang menakjubkan oleh Djeinaba Diop Gai",3
Ini adalah perkara yang berperikemanusiaan yang mungkin akan menenggelamkan filem ini bagi sesiapa yang tidak memikirkan peratus sepanjang hari.,2
Ken Russell akan menyukai ini.,4
"Dalam satu adegan, kita mendapat hooliganisme bola sepak, penyebaran laras ganda dari tembak klimaks Quentin Tarantino - dan Loaf Daging meletup.",2
Bella adalah gambaran kesihatan dengan tenaga tanpa batas sehingga beberapa hari sebelum dia meninggal.,3
Ini benar-benar tidak masuk akal dan menghina setiap keluarga yang ibunya menderita melalui penderitaan kematian akibat barah.,1
"Premis `` Abandon '' menjanjikan, ... tetapi penyampaiannya sangat berantakan.",2
Apa yang mungkin menjadi pendingin kecil tentang daya tarik teknologi baru yang menakutkan kehilangan kepercayaan terhadap daya maju sendiri dan menyerah kepada kelebihan kesan khas yang tidak menyenangkan.,3
"Agak terlalu sukar untuk bekerja sebagai hiburan yang cetek, tidak cukup jauh untuk layak menjadi drama, Monsoon Wedding berfungsi untuk memenuhi selera seseorang untuk filem Bollywood.",2
"Kecuali Bob Crane adalah seseorang yang sangat menarik minat anda, persembahan filem yang mengagumkan dan arahan mahir ini tidak akan meninggalkan kesan yang kekal.",2
The Rock mempunyai kehadiran hebat tetapi satu pertempuran demi satu tidak sama dengan satu pertempuran yang diikuti oleh kesan pembunuh CGI.,3
"Intinya dengan Nemesis sama seperti yang berlaku pada semua filem dalam siri ini: Peminat pasti akan menikmatinya, dan yang tidak berkomitmen tidak perlu membuang masa mereka di atasnya.",4
John Q yang buruk tetapi melengkapkan persembahan hebat Denzel Washington dalam peranan utama.,2
"Seluruhnya terasa seperti tipu muslihat, taktik untuk menutup fakta bahawa gambar itu dibina di sekitar inti idea-idea tipis - atau, lebih buruk lagi, tidak ada - idea.",1
Sungguh kekacauan yang tidak menyenangkan dan tidak asli ini!,1
Filem ini penuh dengan subplot yang melibatkan pelbagai Silbersteins sehingga terasa seperti episod percubaan siri TV daripada filem tayangan.,2
Opera di filem tidak pernah memuaskan.,2
Seni ini menuntut tayangan langsung.,4
Teater bawaan yang memberikan keseronokan dan emosi melampau kehilangan kilauan mereka ketika diratakan di layar.,1
"Di sebalik semua pintu tertutup, filem ini pada dasarnya tidak berharga.",1
"Ini bersifat parokial, dapat diakses oleh beberapa orang yang terpilih, tidak percaya pada orang lain, dan dengan jelas menunjukkan nada moral yang unggul lebih penting daripada kemahiran membuat filem",2
Perkara Paling Manis meninggalkan rasa masam yang mengerikan.,2
Ia kehilangan politik dan pemerhatian sosial dan menjadi kisah percintaan lain mengenai beberapa getah yang terperangkap dalam lakon layar yang tidak jelas.,2
"Hambar, lambat dan sangat membingungkan ... Filem, yang dirakam pada pita video digital dan bukannya filem, sering kali tidak dapat difahami.",2
"Seolah-olah bodoh dan murahan, kartun itu kelihatan hampir Shakespearean - kedalaman dan luasnya - setelah menonton komedi digital-kesan-berat ini, yang dianggap mesra keluarga.",4
"Jauh dan tidak mempunyai emosi mentah yang nyata, yang membawa maut kepada filem yang bergantung pada hubungan peribadi.",1
Bayaran semula gambar Alien dengan sewa rendah.,2
"Boleh diservis paling baik, sedikit lebih rendah dari yang paling teruk.",3
Kegembiraan awalnya menjadi pastik yang dihangatkan.,2
Hidangan klise besar yang biasanya disukai oleh pemain berbakat.,2
Cerita ini mempunyai sedikit akal dan tidak ada kejutan.,2
"Pasukan Merchant-Gading terus memusnahkan semua perkara yang kita sayangi mengenai pawagam secara sistematik, baru sekarang ia mula berpecah sehingga ia boleh membuat kerosakan lebih banyak lagi.",2
Apa yang seharusnya menjadi sindiran Hollywood adalah segar seperti edisi Variety minggu lalu.,1
"Hai semua, mahu menonton filem di mana seorang lelaki yang berpakaian sebagai badut pesta kanak-kanak diperkosa dengan ganas?",1
Saya tidak fikir begitu.,3
Sedikit lebih kuat dan sedikit daya tarikan akan menyelamatkan filem ini dari dunia yang menyakitkan.,2
"(T) slopnya bahkan tidak berpotensi sebagai film kultus, kerana terlalu keras untuk menjerit penghinaan di layar.",1
"Plot filem ini hampir sepenuhnya tanpa akal dan gila, membawa setiap lelucon dua atau tiga kali melebihi hadnya untuk menahan ketawa.",1
... boleh berfungsi sebagai keseronokan yang penuh ketagihan tetapi bahan itu tidak pernah mengatasi kesabaran satira yang dipersoalkan.,2
Surat Scarlet ini adalah A.,3
"seperti tanpa tujuan, sukar, dan sewenang-wenangnya.",2
Bermain seperti melodrama berkilat yang kadang-kadang muncul di kem.,2
Watak utamanya tidak cukup kompleks untuk menarik minat kita.,3
"Pengembaraan komik sederhana, berorientasikan aksi sederhana, Perang Dunia II yang, dari segi keasliannya, adalah salah satu filem yang memerlukan musuh untuk tidak menembak lurus.",3
"Seekor anjing peliharaan yang sangat memerlukan perhatian, nyaris patah leher kecilnya yang cuba melakukan helah yang menghiburkan.",2
"Hampir semua filem membingungkan di satu tahap atau yang lain, menjadikan Ararat jauh lebih menuntut daripada yang sepatutnya.",2
"Sedikit lebih ekstrem daripada pada masa lalu, dengan urutan eksposisi yang lebih panjang di antara mereka, dan dengan sedikit lelucon untuk memecahkan kebiasaan.",2
"Ada bau busuk ""ada di sana, selesai"" tergantung di atas filem.",2
Itu semua yang anda harapkan - tetapi tidak lebih.,3
Masalah terbesar dengan Satin Rouge adalah Lilia sendiri.,2
"Dia cipher, dimainkan oleh pelakon yang tersenyum dan mengerutkan kening tetapi tidak mendedahkan kehidupan batin.",3
Persembahan romantis yang pelik.,4
"Apa dengan muzik santai yang terus berlatarbelakangkan filem ini, anda mungkin salah menyangka Love Liza untuk lagu Adam Sandler Chanukah.",3
Skrip filem dengan tangan yang kuat menavigasi cepat ke arah kesombongan dan keangkuhan.,3
Premis komik yang berpotensi baik dan pemeran yang sangat baik sangat sia-sia.,2
Woody Allen pernah mengejek filem seperti Hollywood Ending.,2
Sekarang dia menjadikan mereka.,3
"Dia belum menjadi pelakon, bukan penyanyi ...",3
"Bukan premis yang buruk, tetapi pelaksanaannya kurang memuaskan.",3
Pernah ke sana melakukan itu.,2
Hanya ada kadbod bakar yang saya perlu kunyah.,2
Sebuah filem seperti The Guys adalah mengapa kritikan filem dapat dianggap berfungsi.,2
"Filem Schnitzler mempunyai cangkuk yang hebat, beberapa potongan pintar dan digambar dengan baik, jika ada masalah standard, watak, tetapi masih sebahagiannya memuaskan.",3
"Sekalipun ia membuat tarikh rilis asalnya pada musim gugur yang lalu, ia akan dianggap seperti kesamaan yang telah dilakukan.",2
Hanya dua perlima daripada pengalaman filem yang memuaskan.,3
"Sebuah filem yang kuat, jelek, menjengkelkan tanpa ada satira satira yang menyentuh sasaran yang dapat dilihat.",1
Versi filem gambar cat dengan nombor.,1
"Kita dapat mengetahui apa yang seharusnya, tetapi tidak boleh menyebutnya sebagai karya seni.",2
"Ini adalah persembahan yang cemerlang dan jujur oleh Nicholson, tetapi filem ini sangat membosankan kecuali ketika Kathy Bates yang hebat muncul.",3
Bravado Kathy!,4
... Liotta diletakkan di tempat yang mustahil kerana penipuan wataknya akhirnya membatalkannya dan kebolehpercayaan keseluruhan senario.,2
Malangnya .,2
Anda boleh berterima kasih kepada saya untuk ini.,3
Saya melihat Juwanna Mann jadi anda tidak perlu.,3
"Tidak selesa dan tidak mempunyai rasa komitmen atau kasih sayang terhadap wataknya, komedi Reginald Hudlin bergantung pada humor tandas, penghinaan etnik.",1
"Pada dasarnya, cantik tapi bodoh.",3
Romantik / komedi ini mengemukakan soalan berapa banyak souvlaki yang dapat anda ambil sebelum gangguan pencernaan masuk.,2
"Menyia-nyiakan peluangnya untuk membuat pemerhatian yang tidak masuk akal, Burns terjebak dalam jalan keluar yang cepat.",2
"Terdapat sentuhan yang rapi, yang dibuat dengan halus, yang dapat menyelesaikan semuanya pada 80 minit, tetapi Kang mengejar tiga atau empat akhir lagi.",3
"Reeboir bervariasi antara senyuman manis dan kulit yang marah, sementara Said berusaha menurunkan kemungkinan murid melalui pengulangan.",3
"Ini tidak memberi kesan kepada orang Kurdi, tetapi itu membuat saya sedih.",2
"Para pelakon berimprovisasi dan menjerit sepanjang filem ini tanpa arah, tidak mempunyai humor gelap yang sangat diperlukan sehingga idea semacam ini dapat dipaparkan di layar.",1
Percubaan bersama penulis / pengarah Jonathan Parker untuk membuat tiruan seperti sindiran hiper-nyata seperti Brazil sangat pendek.,1
"Sekiranya kartun kecil yang bodoh ini dapat memberi inspirasi kepada sebilangan anak-anak untuk tidak membesar menjadi bajingan yang tamak, lebih berkuasa.",3
"Sekuel yang berlebihan ... diganggu oleh perasaan lama yang sudah lama `` mari kita selesaikan perkara ini '': Semua orang telah muncul pada waktu dan tempat yang ditentukan, tetapi semangat yang dapat dilihat sangat sukar ditemui.",2
"Sekiranya ada syurga untuk filem-filem buruk, Deuces Wild sedang dalam perjalanan.",1
Muncul seperti tiruan Bard yang buruk.,2
Apa yang hilang dalam Pembunuhan oleh Numbers adalah asas psikologi yang nyata untuk tingkah laku penyimpangan remaja.,1
Bersikap gay dan suka membaca hampir tidak mencukupi.,3
Filem perang dakwah dan klise yang tidak bersemangat.,2
Pembikinan filem amatir yang jelas kusam dan jelek secara visual apabila tidak dapat difahami.,1
Filem yang menyentuh isu-isu yang dibina oleh media seperti sama ada kompromi adalah kematian diri ... Orgasme ini (tidak akan menjadi) sangat dilupakan bagi kebanyakan orang.,2
Pendekatan jokey Slackers terhadap pendidikan perguruan sangat mengecewakan - masalah terbesar filem ini - dan tidak ada aksi bodoh yang tidak dapat dilupakan atau garis dialog yang kasar untuk mengingatnya.,3
"Sekiranya Festival di Cannes memalsukan argumen Hollywood yang direbus dengan ketepatan yang sangat buruk, banyak mengenai filem itu, termasuk beberapa lakonannya, sangat mengecewakan.",2
Filem ini terlalu kagum dengan wawasan tersendiri untuk menghasilkan banyak nilai hiburan.,2
Saya tidak pernah melihat sampah seperti ini sejak Freddy Got Fingered.,2
Lebih dari sekadar pelajaran sejarah yang terpasang.,2
"Rutin pakaian berpakaian bayi Rob Schneider mengisi The Hot Chick, gimik terbaru dari pelawak yang tidak membayangkan ini.",1
Bom bau 99 minit yang mengerikan.,1
"Filem ini ditimbang oleh watak sokongan yang terlalu baik, bijak dan tahu atau benar-benar jahat.",2
Filem ini sangat teruk sehingga tidak dapat ditingkatkan dengan pengalaman menatap layar kosong.,1
Kenangan Sheridan mengenai buku kenangan pelajar sekolah ... adalah keputusan yang tidak bergigi untuk menjalani kehidupan muda yang sukar.,1
"Ini melompat dengan sedikit logik atau kesinambungan, menyajikan byte maklumat di belakang pentas yang tidak pernah sama dengan gambaran lengkap yang memuaskan mengenai ciri khas ini, yang menuntut kuno.",1
Bagaimana Saya Membunuh Bapa Saya adalah salah satu filem rumah seni yang membuat anda merasa seperti anda menonton lelehan gunung es - hanya tidak pernah meleleh.,3
"Ketika datang ke pertempuran Hollywood vs Woo, ia kelihatan seperti Woo's P.O.W.",2
